WKT,R_LINKID,L_LINKID,LANETYPE,LANECODE,BARRIER,LNO,CODE,DATE,REMARK,HDUFID,HISTTYPE,HISTREMARK
"MULTILINESTRING ((302732.638 4123166.104,302732.638 4123166.022,302732.64 4123163.022,302732.643 4123160.023,302732.645 4123157.023,302732.647 4123154.023,302732.622 4123151.221,302732.595 4123148.221,302732.568 4123145.221,302732.541 4123142.221,302732.514 4123139.222,302732.487 4123136.222,302732.46 4123133.222,302732.434 4123130.222,302732.407 4123127.222,302732.38 4123124.222,302732.353 4123121.222,302732.326 4123118.222,302732.299 4123115.222,302732.272 4123112.223,302732.245 4123109.223,302732.218 4123106.223,302732.192 4123103.223,302732.165 4123100.223,302732.138 4123097.223,302732.135 4123097.129))",233A0268ZZ0301,233A0268ZZ0201,211,05,99,1324,1,20170126,,A1LA17CA061349,,
"MULTILINESTRING ((302736.782 4123166.095,302736.785 4123163.748,302736.789 4123160.748,302736.791 4123159.585,302736.792 4123158.085,302736.794 4123156.585,302736.796 4123155.085,302736.798 4123153.585,302736.802 4123150.585,302736.803 4123150.284,302736.799 4123147.284,302736.796 4123144.284,302736.793 4123141.284,302736.793 4123141.283,302736.767 4123138.283,302736.742 4123135.283,302736.717 4123132.283,302736.691 4123129.283,302736.666 4123126.283,302736.64 4123123.284,302736.615 4123120.284,302736.589 4123117.284,302736.564 4123114.284,302736.513 4123112.093,302736.463 4123109.903,302736.412 4123107.712,302736.35 4123105.047,302736.287 4123102.381,302736.225 4123099.715,302736.163 4123097.049))",233A0268ZZ0201,233A0268ZZ0101,211,05,99,1325,1,20170126,,A1LA17CA061350,,
"MULTILINESTRING ((302740.496 4123166.095,302740.506 4123163.503,302740.516 4123160.912,302740.526 4123158.32,302740.536 4123155.729,302740.546 4123153.137,302740.556 4123150.546,302740.566 4123147.954,302740.557 4123145.055,302740.547 4123142.156,302740.538 4123139.257,302740.528 4123136.358,302740.519 4123133.459,302740.509 4123130.56,302740.496 4123128.333,302740.484 4123126.105,302740.464 4123123.105,302740.444 4123120.106,302740.425 4123117.106,302740.405 4123114.106,302740.397 4123112.84,302740.352 4123109.841,302740.308 4123106.841,302740.264 4123103.842,302740.224 4123101.157,302740.218 4123098.157,302740.216 4123096.98))",233A0268ZZ0101,,211,07,99,1326,1,20170126,,A1LA17CA061351,,
"MULTILINESTRING ((302741.012 4123166.09,302741.023 4123163.095,302741.018 4123160.306,302741.014 4123157.517,302741.01 4123154.728,302741.006 4123151.94,302741.001 4123149.151,302740.997 4123146.362,302740.993 4123143.573,302740.989 4123141.031,302740.986 4123138.488,302740.982 4123135.946,302740.978 4123133.404,302740.975 4123130.862,302740.971 4123128.32,302740.948 4123125.606,302740.925 4123122.893,302740.902 4123120.179,302740.88 4123117.465,302740.857 4123114.751,302740.834 4123112.038,302740.81 4123109.433,302740.787 4123106.829,302740.763 4123104.224,302740.739 4123101.62,302740.716 4123099.015,302740.684 4123096.968))",233A0268ZZ0101,,999,99,02,1327,2,20170126,�ܰ�,A1LA17CA061352,,
"MULTILINESTRING ((302740.684 4123096.968,302740.653 4123095.013,302740.623 4123093.059,302740.589 4123090.659,302740.555 4123088.259,302740.555 4123085.909,302740.556 4123083.558,302740.557 4123081.208,302740.545 4123078.757,302740.453 4123075.759,302740.361 4123072.762,302740.298 4123070.338,302740.22 4123067.339,302740.142 4123064.34,302740.09 4123062.938,302739.979 4123059.941,302739.868 4123056.944,302739.848 4123056.354,302739.746 4123053.356,302739.643 4123050.358,302739.57 4123048.932,302739.416 4123045.937,302739.262 4123042.942,302739.107 4123039.947,302739.038 4123038.795,302738.858 4123035.801,302738.678 4123032.808,302738.498 4123029.814,302738.329 4123027.567,302738.105 4123024.576,302737.88 4123021.585,302737.655 4123018.595,302737.507 4123016.886,302737.248 4123013.898,302736.989 4123010.911,302736.812 4123009.201,302736.502 4123006.218,302736.408 4123005.353,302736.082 4123002.372,302735.867 4123000.46,302735.53 4122997.48,302735.194 4122994.5,302734.863 4122991.747,302734.506 4122988.769,302734.211 4122986.564,302733.814 4122983.591,302733.418 4122980.619,302733.046 4122978.124,302732.605 4122975.158,302732.163 4122972.192,302731.732 4122969.224,302731.623 4122968.471,302731.231 4122965.791,302730.806 4122962.95,302730.276 4122959.997,302730.213 4122959.646,302729.748 4122957.139,302729.283 4122954.797,302728.811 4122952.416,302728.36 4122950.08,302727.738 4122947.145,302727.671 4122946.829,302727.075 4122943.892,302726.991 4122943.476,302726.681 4122942.009,302726.371 4122940.541,302726.188 4122939.676,302725.561 4122937.135,302724.874 4122934.215,302724.86 4122934.152,302724.119 4122931.397,302723.393 4122928.487,302723.285 4122928.053,302722.652 4122925.381,302721.84 4122922.493,302721.823 4122922.432,302721.024 4122919.541,302720.978 4122919.373,302720.178 4122916.482,302720.087 4122916.152,302719.187 4122913.29,302718.939 4122912.501,302718.137 4122909.832,302717.258 4122907.157,302716.348 4122904.521,302715.763 4122902.614,302714.806 4122899.77,302714.739 4122899.571,302713.965 4122897.174,302713.143 4122894.95,302712.167 4122892.113,302712.1 4122891.918,302711.068 4122889.179,302710.042 4122886.361,302710.01 4122886.273,302708.884 4122883.492,302708.871 4122883.461,302707.784 4122880.665,302707.731 4122880.53,302706.601 4122877.751,302706.564 4122877.66,302705.465 4122874.868,302705.242 4122874.301,302704.058 4122871.544,302702.875 4122868.788,302702.539 4122868.006,302701.447 4122865.551,302700.156 4122862.862,302699.049 4122860.304,302698.387 4122858.958,302697.724 4122857.612,302697.444 4122857.043,302696.78 4122855.698,302696.117 4122854.353,302695.791 4122853.692,302694.695 4122851.614,302693.474 4122849.073,302692.751 4122847.759,302692.027 4122846.444,302691.503 4122845.492,302690.365 4122843.269,302688.954 4122840.621,302688.62 4122839.994,302687.88 4122838.689,302687.141 4122837.384,302687.028 4122837.185,302685.7 4122834.887,302684.975 4122833.574,302684.25 4122832.26,302683.61 4122831.1,302682.164 4122828.847,302681.398 4122827.557,302680.632 4122826.267,302679.978 4122825.165,302678.655 4122823.093,302677.227 4122820.921,302675.648 4122818.37,302675.591 4122818.277,302674.245 4122816.271,302673.352 4122814.889,302672.458 4122813.506,302672.27 4122813.251,302670.632 4122810.738,302670.228 4122810.118,302668.476 4122807.683,302667.741 4122806.661,302666.054 4122804.272,302665.196 4122803.042,302664.337 4122801.812,302664.193 4122801.606,302662.549 4122799.362,302660.848 4122797.106,302659.269 4122795.065,302657.504 4122792.888,302656.382 4122791.37,302654.806 4122789.271,302653.062 4122787.138,302651.495 4122785.235,302651.377 4122785.082,302649.453 4122782.78,302649.09 4122782.346,302647.153 4122780.055,302646.677 4122779.493,302644.675 4122777.258,302644.516 4122777.081,302642.521 4122774.84,302642.185 4122774.463,302640.675 4122772.689,302639.185 4122771.055,302637.139 4122768.862,302636.591 4122768.274,302634.521 4122766.103,302633.74 4122765.284,302632.684 4122764.219,302631.628 4122763.154,302629.931 4122761.441,302627.933 4122759.422,302626.858 4122758.376,302625.783 4122757.33,302625.0 4122756.568,302622.867 4122754.458,302622.848 4122754.439,302621.768 4122753.398,302620.689 4122752.356,302620.55 4122752.223,302618.932 4122750.743,302618.057 4122749.911,302616.633 4122748.615,302615.523 4122747.605,302614.414 4122746.596,302612.195 4122744.577,302610.031 4122742.693,302607.768 4122740.723,302606.637 4122739.738,302605.505 4122738.753,302605.079 4122738.404,302603.92 4122737.453,302602.76 4122736.501,302600.44 4122734.599,302599.281 4122733.647,302598.121 4122732.696,302596.537 4122731.438,302594.187 4122729.573,302591.837 4122727.708,302591.21 4122727.248,302588.791 4122725.473,302587.582 4122724.586,302586.372 4122723.698,302585.163 4122722.811,302583.954 4122721.923,302583.581 4122721.654,302582.367 4122720.774,302581.152 4122719.893,302579.937 4122719.013,302578.723 4122718.133,302578.462 4122717.965,302577.201 4122717.154,302575.939 4122716.342,302574.678 4122715.53,302573.416 4122714.718,302570.894 4122713.095,302568.564 4122711.545,302566.066 4122709.883,302564.817 4122709.052,302563.568 4122708.221,302561.071 4122706.559,302560.966 4122706.496,302558.391 4122704.958,302555.815 4122703.419,302554.528 4122702.649,302553.24 4122701.88,302552.453 4122701.437,302549.839 4122699.965,302548.532 4122699.229,302547.225 4122698.494,302544.611 4122697.022,302542.117 4122695.664,302540.8 4122694.947,302539.482 4122694.229,302537.334 4122693.086,302536.01 4122692.381,302534.686 4122691.676,302532.861 4122690.773,302531.516 4122690.108,302530.172 4122689.444,302527.482 4122688.114,302526.676 4122687.745,302524.755 4122686.866,302522.043 4122685.585,302519.332 4122684.305,302519.183 4122684.232,302517.133 4122683.251,302514.718 4122682.134,302511.957 4122680.96,302511.406 4122680.726,302508.632 4122679.585,302508.476 4122679.521,302505.7 4122678.385,302505.585 4122678.338,302502.79 4122677.247,302502.441 4122677.11,302499.72 4122676.078,302496.905 4122675.042,302496.766 4122674.991,302493.953 4122673.948,302493.466 4122673.767,302490.732 4122672.749,302489.3 4122672.3,302487.869 4122671.852,302487.808 4122671.833,302484.971 4122670.856,302484.711 4122670.766,302481.952 4122669.864,302479.2 4122668.949,302476.327 4122668.086,302476.227 4122668.056,302473.35 4122667.207,302471.976 4122666.801,302469.162 4122665.947,302466.337 4122665.209,302463.616 4122664.43,302460.738 4122663.702,302457.846 4122662.905,302457.734 4122662.874,302455.116 4122662.248,302453.646 4122661.948,302452.176 4122661.648,302452.094 4122661.631,302450.637 4122661.272,302449.181 4122660.914,302448.954 4122660.858,302447.49 4122660.528,302446.027 4122660.199,302445.662 4122660.117,302442.75 4122659.538,302441.279 4122659.246,302439.807 4122658.954,302439.793 4122658.951,302437.315 4122658.447,302434.365 4122657.901,302434.316 4122657.892,302431.83 4122657.522,302428.88 4122656.977,302428.761 4122656.955,302425.793 4122656.521,302425.739 4122656.513,302422.768 4122656.097,302422.704 4122656.088,302420.273 4122655.767,302417.46 4122655.379,302415.971 4122655.195,302414.483 4122655.01,302414.226 4122654.979,302411.314 4122654.676,302409.821 4122654.531,302408.328 4122654.387,302408.148 4122654.369,302405.504 4122654.109,302402.516 4122653.835,302402.421 4122653.826,302399.643 4122653.565,302396.648 4122653.386,302396.431 4122653.373,302393.515 4122653.156,302390.588 4122652.942,302387.596 4122652.81,302385.346 4122652.769,302383.332 4122652.738,302380.722 4122652.696,302379.222 4122652.672,302377.723 4122652.648,302375.607 4122652.623,302372.608 4122652.588,302371.864 4122652.588,302370.364 4122652.588,302368.864 4122652.588,302368.627 4122652.588,302365.627 4122652.588,302365.245 4122652.6,302362.248 4122652.688,302359.25 4122652.776,302357.408 4122652.834,302354.41 4122652.929,302352.062 4122653.058,302349.066 4122653.223,302346.319 4122653.432,302344.824 4122653.546,302343.328 4122653.66,302341.908 4122653.782,302338.919 4122654.038,302337.424 4122654.167,302335.93 4122654.295,302335.913 4122654.297,302332.928 4122654.591,302331.435 4122654.738,302329.942 4122654.886,302327.3 4122655.204,302325.811 4122655.383,302324.322 4122655.562,302321.576 4122655.933,302318.603 4122656.335,302317.79 4122656.467,302316.309 4122656.707,302314.828 4122656.947,302311.867 4122657.428,302309.567 4122657.798,302306.606 4122658.275,302304.415 4122658.691,302301.468 4122659.251,302300.874 4122659.374,302297.936 4122659.979,302296.467 4122660.281,302294.998 4122660.584,302292.935 4122661.036,302291.469 4122661.356,302290.004 4122661.677,302287.105 4122662.382,302284.19 4122663.091,302281.969 4122663.65,302279.059 4122664.382,302277.999 4122664.668,302275.103 4122665.448,302272.374 4122666.223,302269.489 4122667.042,302267.535 4122667.628,302264.662 4122668.49,302261.788 4122669.352,302260.846 4122669.659,302259.419 4122670.123,302257.993 4122670.587,302255.14 4122671.516,302253.493 4122672.084,302252.075 4122672.573,302250.657 4122673.062,302247.821 4122674.04,302246.643 4122674.476,302245.236 4122674.996,302243.829 4122675.516,302242.422 4122676.036,302241.015 4122676.556,302238.91 4122677.389,302236.122 4122678.493,302233.333 4122679.597,302232.407 4122679.994,302229.649 4122681.174,302226.891 4122682.354,302224.133 4122683.534,302224.016 4122683.586,302221.276 4122684.808,302218.536 4122686.03,302217.749 4122686.404,302216.393 4122687.046,302215.038 4122687.689,302212.327 4122688.974,302210.37 4122689.972,302209.034 4122690.653,302207.697 4122691.335,302207.561 4122691.404,302206.223 4122692.082,302204.884 4122692.759,302202.208 4122694.114,302199.645 4122695.5,302198.325 4122696.214,302197.006 4122696.927,302195.645 4122697.711,302193.046 4122699.209,302191.746 4122699.958,302190.447 4122700.707,302187.847 4122702.205,302186.548 4122702.954,302185.248 4122703.703,302182.649 4122705.2,302181.67 4122705.812,302179.126 4122707.402,302176.582 4122708.992,302174.038 4122710.582,302172.781 4122711.405,302170.271 4122713.048,302168.204 4122714.407,302166.137 4122715.767,302165.544 4122716.159,302163.072 4122717.858,302162.381 4122718.333,302160.259 4122719.826,302157.893 4122721.668,302155.444 4122723.4,302153.612 4122724.696,302151.18 4122726.452,302150.903 4122726.652,302148.526 4122728.481,302146.947 4122729.696,302144.645 4122731.619,302144.448 4122731.784,302142.592 4122733.281,302141.431 4122734.232,302140.271 4122735.182,302139.881 4122735.502,302138.221 4122736.842,302135.983 4122738.839,302135.922 4122738.894,302134.439 4122740.128,302134.208 4122740.328,302131.943 4122742.295,302129.909 4122744.061,302127.785 4122745.985,302125.662 4122747.91,302124.156 4122749.263,302122.771 4122750.596,302121.385 4122751.929,302119.186 4122753.966,302118.661 4122754.445,302117.102 4122755.968,302115.544 4122757.492,302113.985 4122759.015,302113.125 4122759.831,302112.078 4122760.906,302111.032 4122761.98,302110.98 4122762.033,302109.214 4122763.834,302107.235 4122765.925,302106.196 4122767.006,302105.156 4122768.088,302104.999 4122768.252,302102.985 4122770.475,302102.397 4122771.124,302100.376 4122773.34,302099.983 4122773.772,302098.98 4122774.887,302097.976 4122776.003,302097.967 4122776.013,302096.978 4122777.142,302095.989 4122778.27,302095.776 4122778.513,302093.841 4122780.805,302093.804 4122780.849,302092.84 4122781.998,302091.876 4122783.147,302091.8 4122783.237,302090.168 4122785.207,302088.301 4122787.508,302086.643 4122789.548,302084.928 4122791.739,302083.167 4122793.92,302082.277 4122795.127,302081.387 4122796.334,302081.374 4122796.352,302079.882 4122798.256,302078.238 4122800.525,302077.288 4122801.842,302075.702 4122804.149,302074.115 4122806.457,302073.366 4122807.528,302071.647 4122809.987,302070.426 4122811.821,302068.764 4122814.319,302067.102 4122816.816,302065.439 4122819.314,302064.608 4122820.562,302063.777 4122821.811,302062.229 4122824.373,302061.453 4122825.657,302060.678 4122826.94,302059.733 4122828.515,302058.191 4122831.088,302056.919 4122833.269,302055.408 4122835.86,302053.985 4122838.408,302053.254 4122839.718,302052.523 4122841.028,302051.422 4122843.082,302050.006 4122845.726,302049.016 4122847.647,302047.641 4122850.313,302046.64 4122852.239,302045.256 4122854.9,302045.139 4122855.149,302044.072 4122857.44,302043.005 4122859.732,302041.939 4122862.024,302040.872 4122864.315,302039.805 4122866.607,302039.808 4122866.601,302039.805 4122866.607,302038.887 4122868.742,302038.295 4122870.12,302037.702 4122871.498,302036.634 4122874.015,302035.462 4122876.777,302034.318 4122879.457,302034.106 4122879.99,302032.998 4122882.777,302032.828 4122883.211,302031.737 4122886.005,302031.392 4122886.957,302030.37 4122889.776,302030.356 4122889.814,302029.279 4122892.613,302029.076 4122893.165,302028.041 4122895.98,302027.315 4122897.997,302026.806 4122899.408,302026.298 4122900.819,302025.494 4122903.315,302024.574 4122906.17,302024.043 4122907.909,302023.167 4122910.778,302022.941 4122911.489,302022.031 4122914.345,302021.793 4122915.146,302020.941 4122918.021,302020.527 4122919.566,302019.752 4122922.462,302019.411 4122923.789,302018.664 4122926.694,302017.958 4122929.531,302017.233 4122932.442,302016.508 4122935.352,302016.36 4122935.987,302015.678 4122938.907,302014.996 4122941.827,302014.591 4122943.664,302014.185 4122945.501,302013.862 4122946.984,302013.539 4122948.467,302013.163 4122950.306,302012.786 4122952.145,302012.322 4122954.465,302011.992 4122956.173,302011.662 4122957.881,302011.297 4122959.725,302010.932 4122961.569,302010.408 4122964.52,302009.938 4122967.482,302009.888 4122967.801,302009.433 4122970.764,302009.39 4122971.044,302008.933 4122974.007,302008.929 4122974.028,302008.498 4122976.994,302008.462 4122977.239,302007.995 4122980.202,302007.528 4122983.164,302007.457 4122983.773,302007.108 4122986.753,302007.082 4122986.972,302006.723 4122989.95,302006.365 4122992.928,302006.198 4122994.434,302005.866 4122997.415,302005.541 4123000.376,302005.216 4123003.338,302004.891 4123006.299,302004.692 4123008.541,302004.492 4123010.783,302004.292 4123013.025,302004.093 4123015.116,302003.893 4123017.206,302003.633 4123020.025,302003.373 4123022.844,302003.27 4123024.393,302003.166 4123025.942,302003.125 4123026.376,302002.905 4123029.266,302002.74 4123032.042,302002.576 4123034.817,302002.411 4123037.593,302002.247 4123040.369,302002.083 4123043.145,302001.918 4123045.921,302001.754 4123048.697,302001.589 4123051.472,302001.473 4123054.423,302001.357 4123057.373,302001.24 4123060.324,302001.124 4123063.274,302001.008 4123066.224,302000.891 4123069.175,302000.775 4123072.125,302000.659 4123075.076,302000.542 4123078.026,302000.481 4123080.871,302000.42 4123083.716,302000.359 4123086.561,302000.298 4123089.406,302000.236 4123092.252,302000.175 4123095.097,302000.114 4123097.942,302000.053 4123100.787,301999.992 4123103.632,301999.93 4123106.477,301999.89 4123109.431,301999.849 4123112.386,301999.808 4123115.34,301999.767 4123118.295,301999.726 4123121.249,301999.685 4123124.204,301999.644 4123127.158,301999.603 4123130.113,301999.562 4123133.067,301999.521 4123136.022,301999.481 4123138.976,301999.44 4123141.931,301999.399 4123144.885,301999.371 4123147.83,301999.344 4123150.775,301999.316 4123153.72,301999.289 4123156.664,301999.262 4123159.609,301999.234 4123162.554,301999.207 4123165.499,301999.197 4123168.364,301999.185 4123171.135,301999.167 4123172.635,301999.148 4123174.135,301999.144 4123174.493,301999.162 4123177.263,301999.112 4123180.161,301999.098 4123181.661,301999.085 4123183.161,301999.084 4123183.257,301999.084 4123186.063,301999.081 4123188.773,301999.087 4123191.216,301999.075 4123193.254,301999.043 4123195.668,301999.025 4123198.668,301999.021 4123199.397,301999.024 4123200.897,301999.027 4123202.397,301999.028 4123202.807,301998.986 4123205.739,301998.978 4123207.239,301998.971 4123208.739,301998.97 4123208.879,301998.943 4123211.879,301998.937 4123212.479,301998.911 4123215.479,301998.908 4123215.857,301998.907 4123217.357,301998.907 4123218.857,301998.907 4123218.866,301998.901 4123221.348,301998.887 4123223.933,301998.876 4123226.687,301998.853 4123229.528,301998.849 4123231.793,301998.767 4123234.792,301998.733 4123236.031,301998.504 4123239.022,301998.497 4123239.117,301998.552 4123242.116,301998.599 4123244.651,301998.546 4123246.15,301998.493 4123247.649,301998.464 4123248.464,301998.32 4123249.958,301998.176 4123251.451,301997.985 4123253.422,301997.708 4123256.41,301997.492 4123258.746))",233A0269ZZ0101,,999,99,02,1328,2,20170126,�ܰ�,A1LA17CA061353,,
"MULTILINESTRING ((302001.363 4123649.823,302001.35 4123651.263,302001.34 4123653.707,302001.33 4123656.151,302001.32 4123658.595,302001.31 4123661.039,302001.3 4123663.483,302001.287 4123665.717,302001.274 4123667.951,302001.261 4123669.787,302001.249 4123671.623,302001.233 4123674.109,302001.218 4123676.595,302001.203 4123679.081,302001.187 4123681.567,302001.172 4123684.053,302001.155 4123686.072,302001.138 4123688.09,302001.12 4123690.001,302001.101 4123691.912,302001.097 4123694.34,302001.092 4123696.768,302001.088 4123699.195,302001.084 4123701.623,302001.08 4123704.051,302001.069 4123706.219,302001.058 4123708.387,302001.044 4123710.24,302001.031 4123712.093,302001.022 4123714.605,302001.013 4123717.118,302001.005 4123719.63,302000.996 4123722.142,302000.987 4123724.655,302000.97 4123727.098,302000.954 4123729.542,302000.941 4123731.081,302000.928 4123732.621,302000.918 4123735.099,302000.908 4123737.576,302000.899 4123740.054,302000.889 4123742.532,302000.88 4123745.01,302000.867 4123747.194,302000.855 4123749.378,302000.857 4123751.266,302000.859 4123753.155,302000.839 4123756.123,302000.819 4123759.091,302000.799 4123762.059,302000.779 4123765.028,302000.757 4123767.468,302000.735 4123769.909,302000.719 4123771.922,302000.703 4123773.935,302000.692 4123776.708,302000.681 4123779.481,302000.669 4123782.253,302000.658 4123785.026,302000.649 4123787.509,302000.64 4123789.992,302000.614 4123792.959,302000.601 4123795.824,302000.589 4123798.69,302000.576 4123801.555,302000.564 4123804.42,302000.551 4123807.286,302000.539 4123810.151,302000.526 4123813.016,302000.525 4123815.932,302000.523 4123818.849,302000.522 4123821.765,302000.521 4123824.681,302000.489 4123827.312,302000.458 4123829.943,302000.426 4123832.574,302000.418 4123835.014,302000.409 4123837.455,302000.401 4123839.895,302000.392 4123842.336,302000.384 4123844.776,302000.37 4123847.181,302000.356 4123849.585,302000.341 4123851.227,302000.325 4123852.868,302000.316 4123855.288,302000.306 4123857.707,302000.296 4123860.127,302000.287 4123862.546,302000.277 4123864.966,302000.275 4123866.614,302000.272 4123868.263,302000.27 4123868.595))",233A0272ZZ0201,233A0272ZZ0101,212,03,99,1329,1,20170126,,A1LA17CA061354,,
"MULTILINESTRING ((302003.175 4124009.852,302003.159 4124012.206,302003.143 4124014.56,302003.144 4124017.309,302003.144 4124020.058,302003.145 4124022.807,302003.114 4124025.215,302003.083 4124027.624,302003.052 4124030.032,302003.021 4124032.441,302002.99 4124034.85,302002.987 4124037.461,302002.984 4124040.073,302002.981 4124042.685,302002.97 4124045.091,302002.96 4124047.497,302002.949 4124049.903,302002.939 4124052.309,302002.928 4124054.715,302002.916 4124057.396,302002.904 4124060.078,302002.893 4124062.76,302002.879 4124065.168,302002.864 4124067.576,302002.85 4124069.984,302002.836 4124072.393,302002.822 4124074.801,302002.809 4124077.497,302002.796 4124080.192,302002.783 4124082.888,302002.771 4124085.837,302002.759 4124088.786,302002.746 4124091.735,302002.734 4124094.684,302002.721 4124097.49,302002.708 4124100.295,302002.694 4124103.101,302002.672 4124105.992,302002.651 4124108.882,302002.629 4124111.772,302002.607 4124114.662,302002.603 4124116.916,302002.599 4124119.17,302002.595 4124121.423,302002.59 4124123.677,302002.581 4124126.454,302002.571 4124129.23,302002.561 4124132.007,302002.552 4124134.784,302002.532 4124137.357,302002.511 4124139.93,302002.491 4124142.503,302002.477 4124145.455,302002.463 4124148.408,302002.449 4124151.36,302002.435 4124154.313,302002.421 4124157.265,302002.423 4124159.654,302002.426 4124162.043,302002.417 4124164.707,302002.408 4124167.371,302002.399 4124170.034,302002.39 4124172.698,302002.381 4124175.362,302002.373 4124177.96,302002.364 4124180.559,302002.356 4124183.157,302002.342 4124185.203))",233A0275ZZ0301,233A0275ZZ0201,212,03,99,1330,1,20170126,,A1LA17CA061355,,
"MULTILINESTRING ((302008.533 4123649.791,302008.519 4123652.754,302008.504 4123655.718,302008.489 4123658.681,302008.474 4123661.644,302008.459 4123664.608,302008.445 4123667.571,302008.43 4123670.534,302008.415 4123673.498,302008.4 4123676.461,302008.385 4123679.424,302008.371 4123682.388,302008.356 4123685.351,302008.341 4123688.314,302008.326 4123691.278,302008.311 4123694.241,302008.297 4123697.204,302008.282 4123700.167,302008.267 4123703.131,302008.252 4123706.094,302008.237 4123709.057,302008.222 4123712.021,302008.208 4123714.984,302008.193 4123717.947,302008.178 4123720.911,302008.163 4123723.874,302008.148 4123726.837,302008.134 4123729.801,302008.119 4123732.764,302008.104 4123735.727,302008.089 4123738.691,302008.074 4123741.654,302008.06 4123744.617,302008.045 4123747.581,302008.03 4123750.544,302008.015 4123753.507,302008.0 4123756.458,302007.985 4123759.409,302007.97 4123762.36,302007.955 4123765.311,302007.94 4123768.262,302007.925 4123771.213,302007.909 4123774.164,302007.894 4123777.115,302007.879 4123780.066,302007.864 4123783.017,302007.849 4123785.968,302007.834 4123788.919,302007.819 4123791.87,302007.804 4123794.821,302007.789 4123797.772,302007.773 4123800.723,302007.758 4123803.674,302007.743 4123806.625,302007.728 4123809.576,302007.713 4123812.527,302007.698 4123815.478,302007.683 4123818.429,302007.668 4123821.38,302007.653 4123824.331,302007.637 4123827.282,302007.622 4123830.233,302007.607 4123833.184,302007.592 4123836.135,302007.577 4123839.086,302007.562 4123842.037,302007.547 4123844.988,302007.532 4123847.939,302007.517 4123850.89,302007.501 4123853.841,302007.486 4123856.792,302007.471 4123859.743,302007.456 4123862.694,302007.441 4123865.645,302007.426 4123868.596))",233A0272ZZ0401,233A0272ZZ0301,212,03,99,1331,1,20170126,,A1LA17CA061356,,
"MULTILINESTRING ((302007.083 4123238.714,302007.072 4123241.714,302007.062 4123244.714,302007.062 4123244.714,302007.052 4123247.714,302007.042 4123250.646,302007.019 4123253.646,302007.019 4123253.646,302006.997 4123256.646,302006.974 4123259.646,302006.974 4123259.646,302006.952 4123262.646,302006.93 4123265.645,302006.93 4123265.645,302006.907 4123268.645,302006.885 4123271.645,302006.885 4123271.645,302006.862 4123274.645,302006.846 4123276.807,302006.828 4123279.807,302006.81 4123282.807,302006.792 4123285.807,302006.774 4123288.807,302006.774 4123288.807,302006.756 4123291.807,302006.738 4123294.807,302006.723 4123297.335,302006.712 4123300.335,302006.701 4123303.335,302006.701 4123303.335,302006.69 4123306.335,302006.679 4123309.335,302006.679 4123309.335,302006.668 4123312.335,302006.657 4123315.335,302006.657 4123315.335,302006.646 4123318.335,302006.635 4123321.335,302006.635 4123321.335,302006.624 4123324.335,302006.614 4123327.335,302006.614 4123327.335,302006.603 4123330.335,302006.6 4123330.967,302006.589 4123333.967,302006.589 4123333.967,302006.585 4123335.112,302006.562 4123338.112,302006.538 4123341.112,302006.538 4123341.112,302006.514 4123344.112,302006.491 4123347.112,302006.491 4123347.112,302006.467 4123350.112,302006.443 4123353.112))",233A0269ZZ0301,233A0269ZZ0201,212,03,99,1332,1,20170126,,A1LA17CA061357,,
"MULTILINESTRING ((302003.341 4123248.341,302003.328 4123250.749,302003.316 4123253.156,302003.303 4123255.564,302003.291 4123257.971,302003.278 4123260.379,302003.268 4123262.278,302003.259 4123264.178,302003.248 4123266.228,302003.238 4123268.278,302003.223 4123271.228,302003.208 4123274.178,302003.196 4123276.412,302003.184 4123278.645,302003.172 4123280.878,302003.162 4123283.012,302003.152 4123285.145,302003.141 4123287.278,302003.129 4123289.378,302003.108 4123292.229,302003.087 4123295.079,302003.065 4123297.93,302003.044 4123300.78,302003.034 4123303.08,302003.024 4123305.38,302003.013 4123307.68,302003.009 4123308.48,302002.998 4123310.713,302002.986 4123312.947,302002.975 4123315.18,302002.959 4123318.08,302002.944 4123320.98,302002.933 4123323.13,302002.921 4123325.28,302002.913 4123326.83,302002.904 4123328.38,302002.903 4123328.58,302002.891 4123330.946,302002.878 4123333.313,302002.866 4123335.68,302002.851 4123338.53,302002.836 4123341.38,302002.826 4123343.28,302002.816 4123345.18,302002.804 4123347.63,302002.791 4123350.079,302002.783 4123351.599,302002.776 4123353.118))",233A0269ZZ0201,233A0269ZZ0101,212,03,99,1333,1,20170126,,A1LA17CA061358,,
